amount_of_labeled_dataset,least_confidence,margin,ratio_of_confidence,entropy,random
16,0.10094,0.10524,0.10272,0.10085999999999999,0.09735999999999999
32,0.09812,0.10582,0.09994,0.10242,0.09809999999999999
48,0.10847999999999998,0.11074000000000002,0.1011,0.10898,0.09816
64,0.10226000000000002,0.10954,0.09762,0.10669999999999999,0.10655999999999999
80,0.10215999999999999,0.10111999999999999,0.10646,0.10239999999999998,0.10659999999999999
96,0.10359999999999998,0.10035999999999998,0.09941999999999998,0.10144,0.10789999999999997
112,0.10355999999999999,0.10023999999999997,0.10006,0.10019999999999998,0.10987999999999998
128,0.10067999999999999,0.09919999999999998,0.10103999999999998,0.09901999999999998,0.10769999999999999
144,0.10021999999999998,0.10019999999999998,0.10469999999999997,0.09919999999999998,0.11035999999999999
160,0.10149999999999999,0.10019999999999998,0.1041,0.09919999999999998,0.10672
176,0.10053999999999999,0.10043999999999997,0.10125999999999999,0.09919999999999998,0.1032
192,0.10128,0.09919999999999998,0.11094,0.10121999999999998,0.10361999999999998
208,0.10421999999999998,0.09907999999999997,0.10668,0.10429999999999999,0.11439999999999999
224,0.10551999999999999,0.10361999999999998,0.10318000000000001,0.10789999999999997,0.11116
240,0.10676,0.10515999999999999,0.10694,0.10499999999999998,0.11512
256,0.10484,0.10543999999999998,0.11832000000000001,0.11277999999999999,0.11433999999999997
272,0.1135,0.10904,0.12049999999999998,0.11248,0.12533999999999998
288,0.1103,0.11609999999999998,0.12574000000000002,0.11323999999999998,0.12448
304,0.11044000000000001,0.12161999999999999,0.12735999999999997,0.11532,0.13722
320,0.11250000000000002,0.12376000000000002,0.12782000000000002,0.11432,0.13838
336,0.12240000000000002,0.13040000000000002,0.12811999999999998,0.11512,0.14404
352,0.12111999999999998,0.13118000000000002,0.13319999999999999,0.11264,0.14644
368,0.1224,0.13192,0.13258,0.11248,0.14410000000000003
384,0.1251,0.13562,0.12863999999999998,0.11866000000000002,0.14894
400,0.123,0.13921999999999998,0.13984,0.11508,0.14866
416,0.12054000000000001,0.14444,0.14366,0.1132,0.14774
432,0.12598,0.14332000000000003,0.14342,0.11542000000000001,0.15312
448,0.12516,0.1433,0.14202,0.11254,0.1565
464,0.1268,0.143,0.14738,0.11252000000000002,0.15382
480,0.12744,0.14992,0.15008,0.11094,0.1564
496,0.12273999999999999,0.1472,0.14667999999999998,0.11173999999999999,0.15742
512,0.12487999999999999,0.14878,0.14656,0.10998,0.15434
528,0.12304000000000001,0.14811999999999997,0.15064,0.10984000000000001,0.1575
544,0.12592,0.15474,0.14822000000000002,0.11046,0.15883999999999998
560,0.12383999999999999,0.14923999999999998,0.15555999999999998,0.10909999999999997,0.15936
576,0.1226,0.1533,0.15408000000000002,0.11154000000000001,0.15876
592,0.12836000000000003,0.15638000000000002,0.1535,0.10713999999999999,0.15994000000000003
608,0.12538,0.15826,0.15,0.10942,0.15863999999999998
624,0.12172000000000001,0.15678,0.15384,0.11385999999999999,0.15994
640,0.12252,0.16141999999999998,0.15452,0.10886,0.16033999999999998
656,0.12614,0.1595,0.15217999999999998,0.11072,0.16107999999999997
672,0.12527999999999997,0.15719999999999998,0.15750000000000003,0.11176,0.163
688,0.13028,0.16213999999999998,0.15978,0.11282,0.16244000000000003
704,0.12947999999999998,0.16276,0.16076,0.11204,0.16172
720,0.1295,0.15739999999999998,0.15626,0.11028,0.16319999999999998
736,0.13026,0.16484,0.15892,0.11170000000000002,0.16286000000000003
752,0.13441999999999998,0.16406,0.16022,0.11372,0.16405999999999998
768,0.13365999999999997,0.16598,0.16227999999999998,0.11422000000000002,0.16312
784,0.13269999999999998,0.16594,0.16212,0.11554,0.16438
800,0.1324,0.16576000000000002,0.16418,0.11510000000000002,0.16510000000000002
816,0.13520000000000001,0.16530000000000003,0.16316000000000003,0.11924000000000001,0.16518
832,0.13754,0.16256,0.16476000000000002,0.11785999999999999,0.16496
848,0.1384,0.16418,0.16488,0.11760000000000001,0.16516
864,0.14098000000000002,0.1652,0.16466,0.12116,0.16485999999999998
880,0.14126,0.16748000000000002,0.16522,0.11896,0.16454000000000002
896,0.14529999999999998,0.16710000000000003,0.16226000000000002,0.12459999999999997,0.1668
912,0.14916000000000001,0.1673,0.16369999999999998,0.12482,0.16744
928,0.1457,0.16640000000000002,0.1669,0.12474000000000003,0.16831999999999997
944,0.14874000000000004,0.16832,0.16712,0.12669999999999998,0.16721999999999998
960,0.15085999999999997,0.16684000000000002,0.16554000000000002,0.13222,0.16807999999999998
976,0.15414,0.1691,0.16752,0.13033999999999998,0.16838000000000003
992,0.15632000000000001,0.16913999999999998,0.16751999999999997,0.13097999999999999,0.16882000000000003
1008,0.15168,0.16797999999999996,0.16821999999999998,0.1275,0.1683
1024,0.15684,0.16894,0.16777999999999998,0.13774,0.16932000000000003
1040,0.15582,0.16763999999999998,0.16653999999999997,0.13868,0.16737999999999997
1056,0.15766,0.16816,0.16831999999999997,0.12966000000000003,0.16770000000000002
1072,0.15952000000000002,0.17014,0.16702000000000003,0.14126,0.16842
1088,0.16026,0.1703,0.16838,0.13656000000000001,0.17028
1104,0.15510000000000002,0.1681,0.1689,0.13818,0.168
1120,0.15504,0.16846,0.16879999999999998,0.14182,0.16924
1136,0.15914,0.16926,0.16871999999999998,0.14276,0.17046
1152,0.16224,0.16982,0.17035999999999998,0.15228,0.17104000000000003
1168,0.16276,0.16963999999999999,0.17016000000000003,0.14586000000000002,0.17148000000000002
1184,0.16516000000000003,0.17214000000000002,0.16908,0.15244,0.17129999999999998
1200,0.16332,0.17042000000000002,0.1687,0.15626,0.17046
1216,0.16393999999999997,0.17056,0.16971999999999998,0.14948,0.17168
1232,0.16292,0.16990000000000002,0.16974,0.15464,0.17056
1248,0.16268,0.16877999999999999,0.17036,0.15936,0.17021999999999998
1264,0.16849999999999998,0.17116000000000003,0.1698,0.15518,0.17186
1280,0.16714,0.17099999999999999,0.17065999999999998,0.15254,0.16862000000000002
1296,0.17068,0.16944,0.17146,0.15996000000000002,0.17122000000000004
1312,0.16616,0.17264,0.17054,0.15586,0.16960000000000003
1328,0.16953999999999997,0.17206000000000002,0.1701,0.16264000000000003,0.17162
1344,0.17573999999999998,0.17170000000000002,0.17056,0.15938000000000002,0.17128000000000002
1360,0.17032000000000003,0.16948,0.1701,0.17102,0.1714
1376,0.17631999999999998,0.17085999999999998,0.1718,0.16243999999999997,0.1696
1392,0.17457999999999999,0.172,0.17152000000000003,0.16596,0.17226
1408,0.17939999999999998,0.17242,0.1691,0.17486000000000002,0.17162
1424,0.17639999999999997,0.17152,0.17138,0.17751999999999998,0.173
1440,0.17928,0.17368,0.17264,0.16838000000000003,0.1732
1456,0.18304,0.17122,0.17245999999999997,0.1789,0.17142000000000002
1472,0.18,0.17306,0.1716,0.18232,0.16906
1488,0.18368,0.17437999999999998,0.17296,0.17997999999999997,0.17336000000000004
1504,0.18430000000000002,0.17326,0.17442000000000002,0.18219999999999997,0.17394
1520,0.18603999999999998,0.17414000000000002,0.17416000000000004,0.17814,0.17338000000000003
1536,0.18472,0.17329999999999998,0.17356,0.18464,0.17438
1552,0.19418000000000002,0.17476,0.174,0.1839,0.1739
1568,0.18596,0.17406000000000002,0.1746,0.18342,0.1722
1584,0.19112,0.17520000000000002,0.1736,0.1816,0.17359999999999998
1600,0.19232,0.17350000000000002,0.17660000000000003,0.19218000000000005,0.17406
